Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9119274175702589,0.9089400309803054,0.816441690639522,0.9377074574020801
precision,0.9242685025817556,0.9237623762376238,1.0,0.9283720930232559
recall,0.8850953614315987,0.8787379326583471,0.6093713209324229,0.9399576171415116
f1,0.904257878277604,0.9006878243031254,0.7572787125091441,0.934128934128934
sensitivity,0.8850953614315987,0.8787379326583471,0.6093713209324229,0.9399576171415116
specificity,0.9357127948236277,0.9357127948236277,1.0,0.9357127948236277
latency_ms,0.0875542242460004,0.05851891431747271,0.06631138736786477,0.2277049376759336
tamper_resistance,0.862,0.8585,0.5955,0.9295
detection_rate,0.8850953614315987,0.8787379326583471,0.6093713209324229,0.9399576171415116
true_positives,3759,3732,2588,3992
true_negatives,4483,4483,4791,4483
false_positives,308,308,0,308
false_negatives,488,515,1659,255
