Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.8184855233853007,0.9398663697104677
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289044289044289
recall,0.8957345971563981,0.8969194312796208,0.6137440758293838,0.9443127962085308
f1,0.9102950030102348,0.9109506618531888,0.7606461086637298,0.936545240893067
sensitivity,0.8957345971563981,0.8969194312796208,0.6137440758293838,0.9443127962085308
specificity,0.9359243697478992,0.9359243697478992,1.0,0.9359243697478992
latency_ms,0.09193930169256334,0.0606572176672037,0.06839453775792452,0.2332661624475152
tamper_resistance,0.8791469194312796,0.8684834123222749,0.5864928909952607,0.9300947867298578
detection_rate,0.8957345971563981,0.8969194312796208,0.6137440758293838,0.9443127962085308
throughput_sps,10876.74130203761,16486.084236281786,14621.050639151885,4286.948391946901
true_positives,756,757,518,797
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,326,47
