Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8162505475251861,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6160183066361556,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7623902577173606,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6160183066361556,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.08767386355840788,0.060050204507207015,0.06612403007437145,0.22736485464970793
tamper_resistance,0.871,0.8675,0.6,0.927
detection_rate,0.888329519450801,0.8892448512585812,0.6160183066361556,0.9450800915331807
true_positives,1941,1943,1346,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,839,120
