Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.8162583518930958,0.9404231625835189
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289871944121071
recall,0.8957345971563981,0.8969194312796208,0.6090047393364929,0.9454976303317536
f1,0.9102950030102348,0.9109506618531888,0.7569955817378498,0.9371697005284793
sensitivity,0.8957345971563981,0.8969194312796208,0.6090047393364929,0.9454976303317536
specificity,0.9359243697478992,0.9359243697478992,1.0,0.9359243697478992
latency_ms,0.09036342922457076,0.06154903059281856,0.07019183683501586,0.23364941102093736
tamper_resistance,0.8827014218009479,0.8803317535545023,0.6066350710900474,0.9289099526066351
detection_rate,0.8957345971563981,0.8969194312796208,0.6090047393364929,0.9454976303317536
throughput_sps,11066.423757721774,16247.209588329053,14246.670910614219,4279.916630778024
true_positives,756,757,514,798
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,330,46
