Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8171265878230398,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6178489702517163,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7637906647807639,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6178489702517163,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.08736939164979177,0.05928476912589957,0.06687990991472938,0.23098724012671465
tamper_resistance,0.878,0.8695,0.6065,0.9305
detection_rate,0.888329519450801,0.8892448512585812,0.6178489702517163,0.9450800915331807
throughput_sps,11445.65597993818,16867.738792679767,14952.1732501581,4329.243465792402
true_positives,1941,1943,1350,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,835,120
