Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.8190423162583519,0.9398663697104677
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289044289044289
recall,0.8957345971563981,0.8969194312796208,0.6149289099526066,0.9443127962085308
f1,0.9102950030102348,0.9109506618531888,0.7615553925165077,0.936545240893067
sensitivity,0.8957345971563981,0.8969194312796208,0.6149289099526066,0.9443127962085308
specificity,0.9359243697478992,0.9359243697478992,1.0,0.9359243697478992
latency_ms,0.08963795175531128,0.06077841820323919,0.06932405161698306,0.2376447807176076
tamper_resistance,0.8767772511848341,0.8732227488151659,0.5912322274881516,0.9241706161137441
detection_rate,0.8957345971563981,0.8969194312796208,0.6149289099526066,0.9443127962085308
throughput_sps,11155.98895800012,16453.208713923144,14425.008012010356,4207.961129970266
true_positives,756,757,519,797
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,325,47
